date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:11:30	316/316	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Oct%202006%2020:11:13%20GMT	cwiki.apache.org/robots.txt		(from )
15:11:32	27225/27225	U--M--	200	updated ('OK')	text/html	etag:%2239d4bf-6a59-84d70d80%22	cwiki.apache.org/WW/home.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/home.html	(from )
15:11:32	117/117	U-----	200	untouched ('OK')	image/gif	etag:%221ac5df-75-ecaa00%22	cwiki.apache.org/confluence/images/border/border_bottom.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/border/border_bottom.gif	(from cwiki.apache.org/WW/home.html)
15:11:32	373/373	U-----	200	untouched ('OK')	image/gif	etag:%221ac56e-175-36bb7240%22	cwiki.apache.org/confluence/images/icons/notep_16.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/icons/notep_16.gif	(from cwiki.apache.org/WW/home.html)
15:11:32	1072/1072	U-----	200	untouched ('OK')	image/gif	etag:%221ac4db-430-a0557600%22	cwiki.apache.org/confluence/images/icons/browse_space.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/icons/browse_space.gif	(from cwiki.apache.org/WW/home.html)
15:11:33	259/259	U-----	200	untouched ('OK')	image/gif	etag:%221ac547-103-5621c1c0%22	cwiki.apache.org/confluence/images/icons/add_page_16.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/icons/add_page_16.gif	(from cwiki.apache.org/WW/home.html)
15:11:33	385/385	U-----	200	untouched ('OK')	image/gif	etag:%221ac52e-181-e4c7fdc0%22	cwiki.apache.org/confluence/images/icons/add_blogentry_16.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/icons/add_blogentry_16.gif	(from cwiki.apache.org/WW/home.html)
15:11:33	604/604	U-----	200	untouched ('OK')	image/gif	etag:%221ac4b0-25c-9b2fa0c0%22	cwiki.apache.org/confluence/images/icons/emoticons/check.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/icons/emoticons/check.gif	(from cwiki.apache.org/WW/home.html)
15:11:33	166/166	U-----	200	untouched ('OK')	image/gif	etag:%221ac56a-a6-798b3e00%22	cwiki.apache.org/confluence/images/icons/linkext7.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/icons/linkext7.gif	(from cwiki.apache.org/WW/home.html)
15:11:33	27683/27683	U--M--	200	updated ('OK')	text/css	etag:%2239d563-6c23-84d70d80%22	cwiki.apache.org/WW/resources/space.css	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/resources/space.css	(from cwiki.apache.org/WW/home.html)
