date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:20:17	316/316	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Oct%202006%2021:20:01%20GMT	cwiki.apache.org/robots.txt		(from )
16:20:18	27225/27225	U--M--	200	updated ('OK')	text/html	etag:%2239d4bf-6a59-65312280%22	cwiki.apache.org/WW/home.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/home.html	(from )
16:20:18	117/117	U-----	200	untouched ('OK')	image/gif	etag:%221ac5df-75-ecaa00%22	cwiki.apache.org/confluence/images/border/border_bottom.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/border/border_bottom.gif	(from cwiki.apache.org/WW/home.html)
16:20:18	373/373	U-----	200	untouched ('OK')	image/gif	etag:%221ac56e-175-36bb7240%22	cwiki.apache.org/confluence/images/icons/notep_16.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/icons/notep_16.gif	(from cwiki.apache.org/WW/home.html)
16:20:18	1072/1072	U-----	200	untouched ('OK')	image/gif	etag:%221ac4db-430-a0557600%22	cwiki.apache.org/confluence/images/icons/browse_space.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/icons/browse_space.gif	(from cwiki.apache.org/WW/home.html)
16:20:18	259/259	U-----	200	untouched ('OK')	image/gif	etag:%221ac547-103-5621c1c0%22	cwiki.apache.org/confluence/images/icons/add_page_16.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/icons/add_page_16.gif	(from cwiki.apache.org/WW/home.html)
16:20:18	385/385	U-----	200	untouched ('OK')	image/gif	etag:%221ac52e-181-e4c7fdc0%22	cwiki.apache.org/confluence/images/icons/add_blogentry_16.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/icons/add_blogentry_16.gif	(from cwiki.apache.org/WW/home.html)
16:20:18	27683/27683	U--M--	200	updated ('OK')	text/css	etag:%2239d563-6c23-6b3645c0%22	cwiki.apache.org/WW/resources/space.css	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/resources/space.css	(from cwiki.apache.org/WW/home.html)
16:20:19	604/604	U-----	200	untouched ('OK')	image/gif	etag:%221ac4b0-25c-9b2fa0c0%22	cwiki.apache.org/confluence/images/icons/emoticons/check.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/icons/emoticons/check.gif	(from cwiki.apache.org/WW/home.html)
16:20:19	166/166	U-----	200	untouched ('OK')	image/gif	etag:%221ac56a-a6-798b3e00%22	cwiki.apache.org/confluence/images/icons/linkext7.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/icons/linkext7.gif	(from cwiki.apache.org/WW/home.html)
16:20:19	12208/12208	U--M--	200	updated ('OK')	text/html	etag:%2239d421-2fb0-6010e100%22	cwiki.apache.org/WW/tutorials.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/tutorials.html	(from cwiki.apache.org/WW/home.html)
16:20:20	18326/18326	U--M--	200	updated ('OK')	text/html	etag:%2239d514-4796-67843a40%22	cwiki.apache.org/WW/guides.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/guides.html	(from cwiki.apache.org/WW/home.html)
16:20:20	30796/30796	U--M--	200	updated ('OK')	text/html	etag:%2257403a-784c-6b087f00%22	cwiki.apache.org/WW/release-plan-201.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/release-plan-201.html	(from cwiki.apache.org/WW/home.html)
16:20:20	551/551	U-----	200	untouched ('OK')	image/gif	etag:%221ac4b5-227-34ef12c0%22	cwiki.apache.org/confluence/images/icons/emoticons/lightbulb_on.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/icons/emoticons/lightbulb_on.gif	(from cwiki.apache.org/WW/home.html)
16:20:20	613/613	U-----	200	untouched ('OK')	image/gif	etag:%221ac4be-265-9b2fa0c0%22	cwiki.apache.org/confluence/images/icons/emoticons/forbidden.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/icons/emoticons/forbidden.gif	(from cwiki.apache.org/WW/home.html)
16:20:20	36565/36565	U--M--	200	updated ('OK')	text/html	etag:%2239d4da-8ed5-65f77fc0%22	cwiki.apache.org/WW/faqs.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/faqs.html	(from cwiki.apache.org/WW/home.html)
16:20:20	30695/30695	U--M--	200	updated ('OK')	text/html	etag:%2239d433-77e7-61609280%22	cwiki.apache.org/WW/overview.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/overview.html	(from cwiki.apache.org/WW/home.html)
16:20:21	18545/18545	U--M--	200	updated ('OK')	image/gif	etag:%2239d5fe-4871-65312280%22	cwiki.apache.org/WW/home.data/nutshell.GIF	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/home.data/nutshell.GIF	(from cwiki.apache.org/WW/home.html)
16:20:21	367/367	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Oct%202006%2021:20:04%20GMT	cwiki.apache.org/WW/resources/$req.contextPath/images/border/border_bottom.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/resources/$req.contextPath/images/border/border_bottom.gif	(from cwiki.apache.org/WW/resources/space.css)
16:20:21	11987/11987	U--M--	200	updated ('OK')	text/html	etag:%2239d423-2ed3-605d2c40%22	cwiki.apache.org/WW/migration-guide.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/migration-guide.html	(from cwiki.apache.org/WW/release-plan-201.html)
16:20:21	17866/17866	U--M--	200	updated ('OK')	text/html	etag:%2239d4a5-45ca-646ac540%22	cwiki.apache.org/WW/action-configuration.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/action-configuration.html	(from cwiki.apache.org/WW/home.html)
16:20:21	10444/10444	U--M--	200	updated ('OK')	text/html	etag:%2257405e-28cc-6b087f00%22	cwiki.apache.org/WW/release-notes-201.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/release-notes-201.html	(from cwiki.apache.org/WW/home.html)
16:20:21	350/350	U-----	200	untouched ('OK')	image/gif	etag:%221ac4b6-15e-34ef12c0%22	cwiki.apache.org/confluence/images/icons/emoticons/lightbulb.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/icons/emoticons/lightbulb.gif	(from cwiki.apache.org/WW/release-plan-201.html)
16:20:22	1005/1005	U-----	200	untouched ('OK')	image/gif	etag:%221ac4b9-3ed-39768280%22	cwiki.apache.org/confluence/images/icons/emoticons/information.gif	C:/My%20Web%20Sites/WW/cwiki.apache.org/confluence/images/icons/emoticons/information.gif	(from cwiki.apache.org/WW/tutorials.html)
16:20:22	33359/33359	U--M--	200	updated ('OK')	text/html	etag:%2239d5d0-824f-6acb7600%22	cwiki.apache.org/WW/release-plan-200.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/release-plan-200.html	(from cwiki.apache.org/WW/release-plan-201.html)
16:20:22	20161/20161	U--M--	200	updated ('OK')	text/html	etag:%2239d60b-4ec1-6b087f00%22	cwiki.apache.org/WW/creating-and-signing-a-distribution.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/creating-and-signing-a-distribution.html	(from cwiki.apache.org/WW/release-plan-201.html)
16:20:22	9245/9245	U--M--	200	updated ('OK')	text/html	etag:%2239d5a7-241d-5cc9a540%22	cwiki.apache.org/WW/bootstrap.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/bootstrap.html	(from cwiki.apache.org/WW/tutorials.html)
16:20:22	56544/56544	U--M--	200	updated ('OK')	text/html	etag:%2239d4d4-dce0-65c9b900%22	cwiki.apache.org/WW/crud-demo-i.html	C:/My%20Web%20Sites/WW/cwiki.apache.org/WW/crud-demo-i.html	(from cwiki.apache.org/WW/tutorials.html)
